f,t,dt,uScroll,uScrollDelta,camZ
59,1698.8,16.700000000000045,0,0,35.09178466416792
60,1715.4,16.600000000000136,0,0,34.8108799801552
61,1732.1,16.699999999999818,38.56290847451724,0.37595044820235807,34.51542256466985
62,1748.8,16.700000000000045,74.27055403844992,0.6873401140549966,34.2039389067306
63,1765.4,16.600000000000136,106.6847804334957,0.9366815032372403,33.876634314616624
64,1782,16.59999999999991,136.1357645607631,1.1329070270598347,33.53046938579686
65,1798.8,16.799999999999955,163.14495939048393,1.2848432852426366,33.16013911402096
66,1815.4,16.600000000000136,187.1505219750578,1.3941484306646252,32.77544963243656
67,1832.1,16.699999999999818,208.9541810589232,1.470525074266074,32.369220524151366
68,1848.7,16.600000000000136,228.45361847207434,1.517851442561272,31.94723649908391
69,1865.5,16.799999999999955,246.26198207186627,1.5422986862361454,31.50144311835383
70,1882.1,16.59999999999991,262.0537675800353,1.5464968160836456,31.0439326300717
71,1898.7,16.600000000000136,276.28323263728697,1.5350514866030323,30.569379303927516
72,1915.4,16.700000000000045,289.18668415438094,1.5108957196873758,30.074876624194403
73,1932.1,16.699999999999818,300.79365537158276,1.4764602040676562,29.563814704692778
74,1948.8,16.700000000000045,311.23588686394964,1.4340334596346138,29.036425252296784
75,1965.4,16.600000000000136,320.5683016162527,1.3857557788909936,28.496446197689092
76,1982.1,16.699999999999818,329.03168182573035,1.3328976551283356,27.93690277701428
77,1998.7,16.600000000000136,336.59421654912063,1.2771834424834114,27.365134097980036
78,2015.4,16.700000000000045,343.4518479583236,1.219276751401885,26.773657206456747
79,2032.1,16.699999999999818,349.62037232048294,1.1603085678337905,26.166151864195704
80,2048.8,16.700000000000273,355.16985418075956,1.1010656442697653,25.54313499634343
81,2065.4,16.59999999999991,360.1295078223224,1.0424859698240574,24.912894442949316
82,2082,16.59999999999991,364.5972997403978,0.9847994958758539,24.275557495629165
83,2098.8,16.800000000000182,368.67517710426597,0.9277957001875201,23.626382293808273
84,2115.4,16.59999999999991,372.2900897845424,0.8729317949331229,22.98499838306372
85,2132,16.59999999999991,375.54677174380447,0.8199033441120068,22.345615956448636
86,2148.8,16.800000000000182,378.5193732848214,0.7683269136292245,21.702268480157258
87,2165.4,16.59999999999991,381.15456027569,0.7193978935500185,21.073153846389868
88,2182.1,16.699999999999818,383.5445855762058,0.6724237997100001,20.44759051467169
89,2198.8,16.700000000000273,385.6946746928264,0.6276992353406415,19.830957773762215
90,2215.4,16.59999999999991,387.6161989084437,0.5854697080105851,19.22814939171284
91,2232.1,16.699999999999818,389.35876544817256,0.5452663226064856,18.632319831244388
92,2248.8,16.700000000000273,390.92629929709443,0.5072838142592103,18.04811078122339
93,2265.4,16.59999999999991,392.32714956268876,0.4716725920552079,17.479696104613627
94,2282.1,16.699999999999818,393.5975103321077,0.437981952913096,16.920270049861905
95,2298.7,16.59999999999991,394.73263247893533,0.40651062012535666,16.377307036387172
96,2315.4,16.700000000000273,395.76193938348825,0.37683529975889785,15.844145017372647
97,2332.1,16.699999999999818,396.6878083983844,0.34905039976863217,15.324511481242926
98,2348.8,16.700000000000273,397.5207591499366,0.32307381017211656,14.81854359306024
99,2365.4,16.59999999999991,398.26517819316814,0.2989533341843044,14.329390160064325
100,2382.1,16.699999999999818,398.9402747046359,0.2763315602822749,13.850844277537822
101,2398.7,16.59999999999991,399.54351258035865,0.2553743456775187,13.38896554028489
102,2415.4,16.700000000000273,400.0905221407033,0.23576086993877637,12.937823471329903
103,2432.1,16.699999999999818,400.5825637350746,0.2175274558838797,12.500342749544771
104,2448.7,16.59999999999991,401.0222725524253,0.2006871297188378,12.07905658763067
105,2465.4,16.700000000000273,401.4210165453081,0.18497033933338283,11.66847998976404
106,2482,16.59999999999991,401.7773086067782,0.17047879502438096,11.273671227754946
107,2498.7,16.699999999999818,402.1003859215247,0.15697523461131616,10.88945123122188
108,2515.4,16.700000000000273,402.3909955735657,0.14447424372609904,10.51821296655359
109,2532,16.59999999999991,402.6506953337983,0.1329741035484799,10.161993845198653
110,2548.8,16.800000000000182,402.88777168471483,0.12222124061537218,9.813935428479727
111,2565.4,16.59999999999991,403.09795268518985,0.11239962013983928,9.48258083427473
112,2582,16.59999999999991,403.287315239025,0.10332894880469387,9.163268432482994
113,2598.7,16.699999999999818,403.4590189923773,0.09490918776332778,8.853883411160135
114,2615.4,16.700000000000273,403.6134644825282,0.08714366124014394,8.55628177074487
115,2632.1,16.699999999999818,403.7524085107198,0.07998558732331261,8.270242991789901
116,2648.7,16.59999999999991,403.8765838063739,0.0734275736313286,7.997235209012889
117,2665.4,16.700000000000273,403.98919511665486,0.06735263967406596,7.733571167114373
118,2682.1,16.699999999999818,404.0904955729542,0.06176086684329295,7.480794081901423
119,2698.7,16.59999999999991,404.18102446496295,0.05664489411270038,7.240161065232969
120,2715.4,16.700000000000273,404.2631206786529,0.05191188652445778,7.008393588252709
121,2732.1,16.699999999999818,404.33696999376355,0.04756082433746783,6.786820317028773
122,2748.7,16.59999999999991,404.40296619372253,0.04358485387140075,6.576503905253766
123,2765.4,16.700000000000273,404.46281465456445,0.03991072455097565,6.374550619117706
124,2782.1,16.699999999999818,404.51665096558867,0.036536890553140175,6.182090249687737
125,2798.7,16.59999999999991,404.56476227506937,0.03345725736332912,6.000006360827521
126,2815.4,16.700000000000273,404.6083918431558,0.03061432556457349,5.825764662487402
127,2832,16.59999999999991,404.64737666374003,0.028020947448597146,5.661319359973631
128,2848.7,16.699999999999818,404.68272730758974,0.025628351025533944,5.504360999002408
129,2865.4,16.700000000000273,404.7145254473808,0.023434842320195808,5.35572076910408
130,2882.1,16.699999999999818,404.7431323826974,0.02142449573482282,5.215162615867758
131,2898.7,16.59999999999991,404.7686987720541,0.01959286589756565,5.083255181936513
132,2915.4,16.700000000000273,404.79188434008665,0.017904970353036134,4.95810410543182
133,2932.1,16.699999999999818,404.81274115472263,0.016359254081291612,4.840329829060422
134,2948.7,16.59999999999991,404.8313802254301,0.014952054091504961,4.73036433694436
135,2965.4,16.700000000000273,404.84828309504144,0.013656246810061081,4.626593061975821
136,2982.1,16.699999999999818,404.8634880077598,0.01247046724649195,4.529494539193625
137,2998.7,16.59999999999991,404.87707603691393,0.011391725925588039,4.439377648417902
138,3015.3,16.600000000000364,404.88931609257634,0.010404616910693856,4.355386473912741
139,3032,16.699999999999818,404.9004136635199,0.009496430756366936,4.2768221198404905
140,3048.7,16.699999999999818,404.91039527161035,0.008568770495382976,4.203995222748595
141,3065.4,16.700000000000273,404.91937477826184,0.007731728865955051,4.136671468845155
142,3082,16.59999999999991,404.92739969935513,0.006980749238887168,4.074984421036964
143,3098.7,16.699999999999818,404.9346772236178,0.0062988337037827875,4.017933702129585
144,3115.3,16.600000000000364,404.9411800679297,0.005687030591201028,3.965993523231421
145,3132,16.699999999999818,404.94707675353294,0.005131492155992596,3.918287030843148
146,3148.7,16.699999999999818,404.95238088072546,0.004630221576046159,3.874917795432523
147,3165.4,16.700000000000273,404.95715270477575,0.004177917687791209,3.8356524116273043
148,3182,16.59999999999991,404.96141735059734,0.003772118270675954,3.8004628211056506
149,3198.7,16.699999999999818,404.96528486179494,0.003403638332348437,3.7686837469251864
150,3215.4,16.700000000000273,404.9687639222089,0.0030711534119940674,3.7403105324414034
