f,t,dt,uScroll,uScrollDelta,camZ
382,8173.6,16.700000000000728,2462.2641432081828,0.000001225760862609883,-23.202971080836306
383,8190.3,16.699999999999818,2462.264144132508,0.0000011060222291290628,-23.202971123634992
384,8206.9,16.599999999999454,2494.1801670863156,0.31124498551238866,-23.287552112298865
385,8223.5,16.600000000000364,2523.7672963288974,0.5695465822388451,-23.451629438602883
386,8240.2,16.700000000000728,2551.0165295051916,0.7795635750350342,-23.68368493042537
387,8256.9,16.69999999999891,2575.737345463013,0.9444154441204989,-23.9650212276638
388,8273.6,16.700000000000728,2598.082089021562,1.0699993635945686,-24.27747907022662
389,8290.3,16.69999999999891,2641.3747403975735,1.387537107376769,-24.66734320279111
390,8340.2,48,2740.499504811015,1.9130317474986667,-25.717113892427555
391,8356.9,16.69999999999891,2758.4235980661138,1.9008992435599152,-25.95295298489706
392,8373.6,16.700000000000728,2799.5089863287667,2.11575176260412,-26.048752601620293
393,8390.2,16.600000000000364,2833.5141908203595,2.2418672842368124,-26.011283260560404
394,8406.9,16.69999999999891,2862.9800331272963,2.3101331387248436,-25.863285121206783
395,8423.6,16.700000000000728,2888.800593959473,2.336192522120974,-25.63334266816535
396,8440.2,16.600000000000364,2911.5364773210645,2.3309986817225825,-25.350613917497796
397,8456.9,16.69999999999891,2955.1193126237295,2.5281845262364033,-24.959089142386393
398,8473.6,16.700000000000728,2990.5912940345283,2.627035389953027,-24.541636094966613
399,8490.2,16.600000000000364,3018.260593742702,2.641702613071111,-24.156441522651537
400,8507,16.799999999999272,3035.325307588234,2.548494638938823,-23.82277870239003
401,8523.6,16.600000000000364,3043.696446321109,2.382595473220841,-23.54382936612027
402,8540.3,16.69999999999891,3070.5773347666513,2.411913514487964,-23.306261430103
403,8556.9,16.600000000000364,3082.453286344946,2.2934592343865114,-23.10635742725052
404,8573.6,16.700000000000728,3084.294577624886,2.087373105409913,-22.936108657368763
405,8590.2,16.600000000000364,3080.555853896766,1.848167510395861,-22.792851064822283
406,8606.9,16.69999999999891,3074.2778466177856,1.6064245909412347,-22.670845359287433
407,8623.5,16.600000000000364,3091.9723576790316,1.6229495140535999,-22.56818239341697
408,8640.2,16.700000000000728,3098.0291362027806,1.5234590841241111,-22.480749208475906
409,8656.9,16.69999999999891,3095.847841213026,1.35337427346084,-22.406770438732348
410,8673.5,16.600000000000364,3089.2845791183977,1.1579168778762763,-22.344520235923984
411,8690.2,16.700000000000728,3080.9347010337647,0.963402491263535,-22.291504686951537
412,8706.9,16.69999999999891,3097.1703182409224,1.0275736818686911,-22.246647289924255
413,8723.6,16.700000000000728,3102.003224244592,0.9743110753545036,-22.208692650067377
414,8740.2,16.600000000000364,3098.9397827416506,0.8498020646238853,-22.17675532484828
415,8756.9,16.69999999999891,3091.6238333737356,0.6954657082789273,-22.149555817813514
416,8773.6,16.700000000000728,3082.741174250681,0.540931842070619,-22.126541832112085
417,8790.3,16.69999999999891,3098.5700599595793,0.6424069090585527,-22.107069290305045
418,8806.9,16.600000000000364,3103.0955029125507,0.624142159779583,-22.090683918111313
419,8823.6,16.700000000000728,3099.7737793125793,0.5307891997403245,-22.076729272780394
