f,t,dt,uScroll,uScrollDelta,camZ
63,1700.9,16.600000000000136,0,0,33.99322303243482
64,1717.6,16.699999999999818,0,0,33.66964045786346
65,1734.3,16.700000000000045,38.56290847451784,0.3759504482023635,33.33176298099833
66,1751,16.700000000000045,74.27055403845043,0.6873401140550006,32.975050061664994
67,1767.6,16.59999999999991,106.68478043349567,0.9366815032372399,32.59943648784289
68,1784.2,16.600000000000136,136.1357645607636,1.1329070270598376,32.20143005859109
69,1800.9,16.700000000000045,162.9655170138181,1.2838025457339546,31.77794147221347
70,1817.7,16.799999999999955,187.322796060338,1.3950690190310853,31.328921401770323
71,1834.3,16.59999999999991,208.94994097943444,1.4704737351012396,30.864061437906436
72,1850.9,16.600000000000136,228.45149254617564,1.5178257071032883,30.378352939730622
73,1867.6,16.699999999999818,246.14283666619252,1.542029889159638,29.869218158554023
74,1884.3,16.700000000000045,262.06018216163164,1.5465749394130057,29.34059957009135
75,1900.9,16.600000000000136,276.2864488329226,1.5350908312929525,28.796804412732495
76,1917.6,16.699999999999818,289.18829002444625,1.510915521894096,28.231267447476824
77,1934.2,16.600000000000136,300.71701477706,1.4765886598044946,27.651851694011878
78,1950.9,16.700000000000045,311.17122917346774,1.4342661886881123,27.05133717260386
79,1967.6,16.699999999999818,320.57496505436376,1.3858368616535084,26.433781675915718
80,1984.2,16.600000000000136,328.9785569479765,1.3331826471287653,25.803625841227465
81,2000.9,16.700000000000045,336.59925206424134,1.277244786363847,25.15610314963122
82,2017.6,16.699999999999818,343.45436222794893,1.2193075232311137,24.49992557530592
83,2034.3,16.700000000000045,349.6216277137442,1.1603240609052636,23.83901587368213
84,2051,16.700000000000045,355.1704810078207,1.1010734959956956,23.17670299349226
85,2067.7,16.699999999999818,360.16313903126064,1.0421884742762677,22.51580727655913
86,2084.3,16.600000000000364,364.62547743931225,0.9844777135004769,21.86288626217561
87,2101,16.699999999999818,368.6724386280596,0.9277627537928038,21.211529344949344
88,2117.6,16.59999999999991,372.2887167448373,0.8729153642991297,20.57173448130997
89,2134.2,16.59999999999991,375.5460833178736,0.8198951857092948,19.940693182003486
90,2150.9,16.700000000000273,378.4993239108636,0.7685947942609187,19.31563055524068
91,2167.6,16.699999999999818,381.1555470519499,0.71941006106404,18.701614519627796
92,2184.3,16.700000000000273,383.5450782808286,0.6724299619258269,18.099440388440172
93,2200.9,16.59999999999991,385.68057494846784,0.6279424098080261,17.513447312817522
94,2217.6,16.699999999999818,387.6171780089542,0.5854817374955036,16.93665047976083
95,2234.3,16.700000000000273,389.35925432023737,0.5452723977439418,16.373253790217046
96,2250.9,16.59999999999991,390.91608511461413,0.5074924770299596,15.826996071045592
97,2267.6,16.699999999999818,392.327895794538,0.4716817646328479,15.291123948763259
98,2284.3,16.700000000000273,393.59788293114224,0.4379865869134725,14.769333354495304
99,2301,16.699999999999818,394.74044340976513,0.4063406430290694,14.26171532371766
100,2317.6,16.59999999999991,395.7615778799855,0.37683101357956583,13.771380256146257
101,2334.2,16.59999999999991,396.6814494797839,0.34920013011305306,13.295054721591246
102,2351,16.800000000000182,397.52104465897605,0.3230773318642031,12.826915004983983
103,2367.6,16.59999999999991,398.26532134403664,0.2989551255437805,12.37866699045621
104,2384.2,16.59999999999991,398.93584238747917,0.2764566365999736,11.944214241676633
105,2400.9,16.700000000000273,399.5438170188255,0.2553780836246872,11.520809103616124
106,2417.6,16.699999999999818,400.0906741490623,0.235762756700312,11.111122729251568
107,2434.3,16.700000000000273,400.58263963396297,0.21752841634431308,10.714991299804762
108,2450.9,16.59999999999991,401.0223106072338,0.2006876278359467,10.334606297061965
109,2467.6,16.699999999999818,401.4210355463531,0.18497060303638482,9.964944396880512
110,2484.2,16.59999999999991,401.77731813367836,0.17047894072247632,9.610477892101676
111,2500.9,16.700000000000273,402.1003906783759,0.1569753195735827,9.266497472317514
112,2517.6,16.699999999999818,402.39099794869645,0.14447429716938148,8.935086674049016
113,2534.2,16.59999999999991,402.650696524661,0.1329741402518957,8.617992785205512
114,2550.9,16.700000000000273,402.88620058524896,0.12228047451960869,8.310967792631862
115,2567.6,16.699999999999818,403.09804538402545,0.11240076658194416,8.015838318861753
116,2584.3,16.700000000000273,403.2886334768026,0.10327892740713061,7.732371239757698
117,2601,16.699999999999818,403.46011061437775,0.09486184343242687,7.4603309495992605
118,2617.6,16.59999999999991,403.61336993157556,0.08714253154109058,7.201083310678558
119,2634.2,16.59999999999991,403.7514339691218,0.08002480936296986,6.952642683770784
120,2651,16.800000000000182,403.8774508030738,0.07339131108264121,6.711837336337937
121,2667.6,16.59999999999991,403.98916180459065,0.06735224533568455,6.484449334180629
122,2684.2,16.59999999999991,404.08980294672193,0.06179179864912056,6.267158175463005
123,2700.9,16.700000000000273,404.18105644097847,0.056645289403662896,6.058450487800236
124,2717.6,16.699999999999818,404.263136644512,0.05191208711807717,5.859492881567996
125,2734.3,16.700000000000273,404.33697796563416,0.04756092740254029,5.670042629945908
126,2750.9,16.59999999999991,404.4029701907246,0.0435849081630203,5.4909562761659725
127,2767.6,16.699999999999818,404.46281665029693,0.03991075402869937,5.319733032116227
128,2784.3,16.700000000000273,404.5166519620726,0.03653690740963681,5.15729194280288
129,2800.9,16.59999999999991,404.5647627746947,0.03345726773721298,5.004326315383172
130,2817.6,16.699999999999818,404.60839209262247,0.030614332486281728,4.8586689942014765
131,2834.2,16.59999999999991,404.6473767888197,0.028020952484985234,4.7219045119632
