f,t,dt,uScroll,uScrollDelta,camZ
36,2035.6,16.699999999999818,0,0,39.10834482758501
37,2052.2,16.59999999999991,0,0,39.018570414645275
38,2068.9,16.700000000000273,38.475,0.37584361384859366,38.9216936671573
39,2085.5,16.59999999999991,74.11500000000001,0.685507925080274,38.81800235092014
40,2102.2,16.699999999999818,106.69725000000001,0.9368241779322006,38.70537251738566
41,2118.8,16.600000000000364,136.2744,1.1331124676812174,38.58476800545925
42,2152.2,33.399999999999636,163.0203975,1.4195638293499142,38.29471979880042
43,2168.8,16.600000000000364,187.1550765,1.5161013206740972,38.15187274208488
44,2185.6,16.799999999999727,208.907928225,1.5808597870461005,37.99647457382636
45,2202.2,16.59999999999991,228.50131509,1.6176212860190529,37.83256491391341
46,2218.9,16.700000000000273,246.14327342475002,1.6319394426438913,37.6569729249604
47,2235.6,16.699999999999818,262.02499100415,1.6276639898072713,37.47075144376205
48,2252.2,16.59999999999991,276.3205143646726,1.608421486812908,37.27517586001227
49,2268.8,16.600000000000364,289.18747415867404,1.5771724213368876,37.06900476425739
50,2285.6,16.799999999999727,300.768232358041,1.5360002155960788,36.84929935537117
51,2302.2,16.59999999999991,311.19116192985416,1.4880466337733114,36.62167950875345
52,2318.9,16.700000000000273,320.5719221406773,1.4343226720879811,36.38165066467141
53,2335.5,16.59999999999991,329.0146681285139,1.3770115467595494,36.13223135551
54,2352.2,16.699999999999818,336.6131704166147,1.3167240509659992,35.87002278128803
55,2368.9,16.700000000000273,343.45183792542934,1.2549032908063535,35.59650048448895
56,2385.5,16.59999999999991,349.60664640812445,1.1927964534145798,35.31338119100511
57,2402.2,16.699999999999818,355.145977904931,1.1303889958887572,35.01678953469654
58,2418.9,16.700000000000273,360.1313781832474,1.0686667347942564,34.70838488666191
59,2435.5,16.59999999999991,364.6182393993274,1.008448274246569,34.39008404764802
60,2452.2,16.699999999999818,368.6564149765971,0.9493848321307572,34.05752721627018
61,2468.8,16.600000000000364,372.2907732375386,0.8924718475107482,33.7148424064735
62,2485.5,16.699999999999818,375.56169579308533,0.8372426573776726,33.357339677608735
63,2502.2,16.699999999999818,378.5055261534271,0.7842133339473377,32.98702961286578
64,2518.9,16.700000000000273,381.1549735079095,0.7334885031174496,32.603694575747646
65,2535.5,16.59999999999991,383.53947614203116,0.6854056436324003,32.209713251394774
66,2552.2,16.699999999999818,385.6855285202844,0.639415435466081,31.799712260744858
67,2568.9,16.700000000000273,387.61697566448413,0.5958214132301389,31.376020756445744
68,2585.5,16.59999999999991,389.35527809614973,0.5548335854086394,30.941275532774032
69,2602.2,16.699999999999818,390.9197502855918,0.5159171535229998,30.48956595337888
70,2618.9,16.700000000000273,392.32777525656115,0.47927402211851766,30.02347930491119
71,2635.5,16.59999999999991,393.5949977306693,0.44503081404924383,29.54592676290461
72,2652.2,16.699999999999818,394.73549795748454,0.4126989058641601,29.050436832233082
73,2668.9,16.700000000000273,395.7619481616772,0.3824112456189598,28.53987059717263
74,2685.5,16.59999999999991,396.68575334548,0.35424068103294654,28.017428958372953
75,2702.2,16.699999999999818,397.5171780109173,0.32775841134054207,27.476054482394343
76,2718.9,16.700000000000273,398.26546020981823,0.3030508877002161,26.918897079240498
77,2735.5,16.59999999999991,398.9389141888327,0.2801569109589525,26.349462099954845
78,2752.1,16.59999999999991,399.54502276994765,0.2588324936455621,25.76392948644943
79,2768.9,16.800000000000182,400.090520492952,0.23876368324620764,25.154331006837864
80,2785.5,16.59999999999991,400.5814684436564,0.22034122258080405,24.5397532953729
81,2802.2,16.699999999999818,401.0233215992905,0.20313340641597205,23.912576577828517
82,2818.9,16.700000000000273,401.4209894393614,0.18717491343393317,23.28045459153335
83,2835.5,16.59999999999991,401.77889049542523,0.17247096965925282,22.650558411179315
84,2852.1,16.59999999999991,402.10100144588273,0.15884758604661142,22.021434088872713
85,2868.9,16.800000000000182,402.39090130129443,0.1460903271541383,21.387312010190097
86,2885.5,16.59999999999991,402.651811171165,0.134434840872942,20.76620781406773
87,2902.1,16.59999999999991,402.8866300540485,0.12365802647623529,20.15159006477368
88,2918.8,16.700000000000273,403.0979670486437,0.11364292223364703,19.540951640566334
89,2935.5,16.699999999999818,403.28817034377937,0.10439970008949162,18.939415818995133
90,2952.2,16.699999999999818,403.4593533094014,0.0958736031113313,18.347928963350974
91,2968.8,16.600000000000364,403.6134179784613,0.08805786345124099,17.77091551074901
