f,t,dt,uScroll,uScrollDelta,camZ
402,8109.9,16.699999999999818,2417.8934127102398,0.0000012248426912972627,-24.575077805743152
403,8126.5,16.600000000000364,2417.8934136282874,0.0000011058742272610315,-24.575077754703422
404,8143.3,16.800000000000182,2450.2490143247533,0.31534090067777404,-24.46903095169384
405,8159.9,16.599999999999454,2479.7721016158334,0.5726201278920466,-24.291197428230628
406,8176.6,16.700000000000728,2506.973482952004,0.7818703725204311,-24.066836799765365
407,8193.2,16.600000000000364,2531.4909955522758,0.945021588342901,-23.823733697916758
408,8209.9,16.69999999999891,2553.8302280277476,1.0704925688855045,-23.57844687395369
409,8226.5,16.600000000000364,2592.56835702885,1.3442890050087721,-23.338073898376916
410,8243.2,16.700000000000728,2614.5911040976966,1.4276720665524882,-23.132168076624815
411,8259.9,16.69999999999891,2624.568965382358,1.3854840456168949,-22.957947505951044
412,8276.5,16.600000000000364,2627.2853218483847,1.2774023705543054,-22.811347800448704
413,8293.3,16.799999999999272,2626.137662592795,1.1407247215297232,-22.685809225686974
414,8309.9,16.600000000000364,2647.857457418655,1.2417373128124052,-22.580856261258425
415,8326.5,16.600000000000364,2657.076061120948,1.2110273957319846,-22.491964796631525
416,8343.2,16.700000000000728,2657.423957116652,1.0961196471277124,-22.41626014695082
417,8359.9,16.69999999999891,2652.7701642674815,0.94367512985189,-22.352205099076023
418,8376.6,16.700000000000728,2645.9512235533657,0.785014114856267,-22.298006986073073
419,8393.2,16.600000000000364,2663.2998188840893,0.8779489391737874,-22.252401421963818
420,8409.9,16.69999999999891,2669.1217870021883,0.8489448313774283,-22.213561323323606
421,8426.5,16.600000000000364,2666.816461991405,0.7440057187162034,-22.18087891963088
422,8443.2,16.700000000000728,2660.0859300140705,0.6057113383305404,-22.153044864554097
423,8459.9,16.69999999999891,2651.65131641186,0.46431314457094525,-22.12949397649091
424,8476.6,16.700000000000728,2667.822321965873,0.5766080526690324,-22.109567152065406
425,8493.3,16.69999999999891,2672.6055795211314,0.5669140676321669,-22.09270671221195
426,8509.9,16.600000000000364,2669.5040233723676,0.4816036670211526,-22.078519320289185
427,8526.6,16.700000000000728,2662.158300278608,0.3629445617436623,-22.066436590637878
428,8543.2,16.600000000000364,2653.317831825622,0.24147995429829283,-22.056269452499738
429,8559.9,16.69999999999891,2669.1181944430346,0.37192895169837215,-22.047610582559482
430,8576.5,16.600000000000364,2673.6196509389297,0.3797016994276801,-22.040324486673587
431,8593.2,16.700000000000728,2670.2781232822977,0.3100338722906574,-22.034119263946106
432,8609.8,16.599999999998545,2662.827165473717,0.20725891949600284,-22.028897814946674
433,8626.5,16.700000000000728,2653.7853864912367,0.0988643443764813,-22.024450954171158
434,8643.3,16.799999999999272,2669.5540485531174,0.2428343363981884,-22.020667696317357
435,8659.9,16.600000000000364,2673.9205044376436,0.26182946928010997,-22.017504810903787
436,8676.5,16.600000000000364,2670.5275718432654,0.2033103161915014,-22.014825958349313
437,8693.2,16.700000000000728,2662.9545328183767,0.10962023171299447,-22.012544506524506
438,8709.9,16.69999999999891,2653.8724084247433,0.010370178338634281,-22.01061412963909
439,8726.5,16.600000000000364,2669.4765273780613,0.16153377262683322,-22.00898979399482
440,8743.2,16.700000000000728,2673.9321763232388,0.18919251892195632,-22.007606424270524
441,8759.9,16.69999999999891,2670.523685336455,0.13748178298016706,-22.006435930591575
442,8776.5,16.600000000000364,2663.01988870411,0.050951460816607466,-22.005451006549812
443,8793.2,16.700000000000728,2653.9361031191143,-0.042583719867004585,-22.004612193398778
444,8809.9,16.69999999999891,2617.264745302572,-0.3959336115965099,-22.003902458702505
445,8826.5,16.600000000000364,2585.4543389053492,-0.6676907614471782,-22.00732206697636
446,8843.2,16.700000000000728,2557.0935350571717,-0.8789572467123667,-22.03700747554175
447,8859.9,16.69999999999891,2531.824728030761,-1.0394422043049318,-22.104255830164277
448,8876.5,16.600000000000364,2509.363194430966,-1.1575257362784972,-22.210007873486134
449,8893.2,16.700000000000728,2465.9184889356416,-1.4679958314196422,-22.419794868294787
450,8909.9,16.69999999999891,2430.5154767505683,-1.6697390044534801,-22.709788368566336
451,8926.5,16.600000000000364,2400.695929721388,-1.7983571694358649,-23.052006111817057
452,8943.2,16.700000000000728,2374.5743139165697,-1.877344455085049,-23.428911192451388
453,8959.9,16.69999999999891,2351.536461277447,-1.9185521965438646,-23.819663877071793
454,8976.6,16.700000000000728,2307.8977354548947,-2.156572815371586,-24.269154286416327
455,8993.2,16.600000000000364,2272.6229292967128,-2.291104517962932,-24.71799664266614
456,9009.9,16.69999999999891,2242.5178670667733,-2.3607923917603095,-25.136616304462635
457,9026.5,16.600000000000364,2216.5495998083184,-2.3847312757014176,-25.498206529953542
458,9043.2,16.700000000000728,2193.4736198214914,-2.376746563741536,-25.793640878459154
